ratio,jaccard,tfidf,embedding
0.15,0.819047619047619,0.9867752846065512,0.98396224
0.2,0.7363636363636363,0.9798409329756606,0.99064225
0.25,0.7363636363636363,0.9798409329756607,0.9739296
0.05,0.8536585365853658,0.9841942234854741,0.9718099
0.1,0.8536585365853658,0.9841942234854741,0.9936703
0.15,0.6276595744680851,0.9459787537151896,0.9326378
0.2,0.6344086021505376,0.9108372908792796,0.96961343
0.25,0.6813186813186813,0.9487749307829119,0.9789698
0.05,0.9487179487179487,1.0,0.97338355
0.1,0.8313253012048193,0.9810019152727715,0.9750025
0.15,0.7078651685393258,0.926087647572112,0.939323
0.2,0.7701149425287356,0.9447397495607125,0.95851845
0.25,0.6703296703296703,0.9440553149787866,0.89835495
0.05,0.8651685393258427,1.0000000000000007,0.9831517
0.1,0.8757062146892656,0.9949347253347617,0.9843931
0.15,0.6057692307692307,0.9355767100274718,0.94339836
0.2,0.6213592233009708,0.9446732115093547,0.9587945
0.25,0.645320197044335,0.9544809060884878,0.9712128
0.05,0.8461538461538461,0.9916692456347436,0.99635255
0.1,0.8260869565217391,0.9781671741597456,0.9790895
0.15,0.7142857142857143,0.9723509726372848,0.9839289
0.2,0.69,0.9539436586628958,0.9934517
0.25,0.6407766990291263,0.9539436586628957,0.97953457
0.05,0.8354430379746836,0.9963213725998799,0.9877191
0.1,0.7682926829268293,0.985365235718627,0.9846338
0.15,0.7636363636363637,0.9844250986062903,0.9890244
0.2,0.7682926829268293,0.989881464742582,0.99003625
0.25,0.695906432748538,0.9781268811902201,0.9784015
0.05,0.8389261744966443,0.9918702357458802,0.9826994
0.1,0.8513513513513513,0.9959269430029136,0.968233
0.15,0.6871165644171779,0.9732717464683882,0.9618535
0.2,0.7018633540372671,0.9776625014820637,0.9602355
0.25,0.6352941176470588,0.9588139584426361,0.9396498
0.05,0.9141104294478528,0.9974108439362024,0.9912566
0.1,0.8795180722891566,0.9999999999999992,0.9872078
0.15,0.768361581920904,0.9812976930208309,0.98229146
0.2,0.813953488372093,0.993982633856775,0.9863604
0.25,0.7197802197802198,0.9753544431379838,0.97160864
0.05,0.8017241379310345,0.9888470437512565,0.9780141
0.1,0.8738738738738738,0.9999999999999994,0.99027646
0.15,0.7049180327868853,0.9748286230145851,0.97258556
0.2,0.6456692913385826,0.9713231591082109,0.9369786
0.25,0.5864661654135338,0.9469617565982312,0.9788305
0.05,0.9423076923076923,1.0,0.99491453
0.1,0.8363636363636363,0.9850971088865244,0.96590877
0.15,0.7719298245614035,0.9827099106171424,0.9658586
0.2,0.6833333333333333,0.9767830532595967,0.95504546
0.25,0.6974789915966386,0.9729628835626889,0.9723613
0.05,0.8496732026143791,0.9905042602273908,0.96776474
0.1,0.8496732026143791,0.99471001317019,0.9696043
0.15,0.725609756097561,0.9779914289228483,0.9574088
0.2,0.6705882352941176,0.9737138212433001,0.9466243
0.25,0.7361963190184049,0.9748052326129371,0.9623033
0.05,0.905982905982906,0.9979487198642389,0.92483926
0.1,0.7286821705426356,0.9846955955873272,0.9204883
0.15,0.7983870967741935,0.9897849837001359,0.94905233
0.2,0.7421875,0.9862100915879128,0.9187385
0.25,0.6115107913669064,0.97259994504154,0.8321773
0.05,0.7304347826086957,0.9740135167529269,0.97551227
0.1,0.6949152542372882,0.9618257813210747,0.975636
0.15,0.6446280991735537,0.9491093024144189,0.97774047
0.2,0.6016260162601627,0.9354775831439363,0.9592781
0.25,0.5348837209302325,0.9306486029024309,0.95111156
0.05,0.844106463878327,0.9970344132268134,0.80694294
0.1,0.6757679180887372,0.9780697055844537,0.89770967
0.15,0.7941176470588235,0.9920580537507468,0.93412375
0.2,0.6136363636363636,0.9650613643606162,0.8059876
0.25,0.7208480565371025,0.9865614836062524,0.94702756
